label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20
Hello,0.32737571001052856,0.804485559463501,0.3570016622543335,0.7623124122619629,0.36572232842445374,0.7006144523620605,0.36747270822525024,0.6444292664527893,0.37971031665802,0.6021246314048767,0.3376481831073761,0.6407468318939209,0.335269033908844,0.5792514085769653,0.3315296173095703,0.5411355495452881,0.32754582166671753,0.5071331262588501,0.31146103143692017,0.639582097530365,0.30693674087524414,0.5689652562141418,0.3032737374305725,0.5225933790206909,0.2999889552593231,0.4822055399417877,0.2876899540424347,0.6528574824333191,0.27760040760040283,0.5843102335929871,0.27143412828445435,0.5400292277336121,0.26714566349983215,0.5017191171646118,0.2647547125816345,0.6783195734024048,0.25255483388900757,0.6264104843139648,0.2452622801065445,0.5913843512535095,0.23959693312644958,0.5586390495300293
Hello,0.6705259680747986,0.8010123372077942,0.6429509520530701,0.7581843733787537,0.6332016587257385,0.6991183161735535,0.6321136355400085,0.6497609615325928,0.6223063468933105,0.608610212802887,0.6618744134902954,0.639814555644989,0.665296196937561,0.5775899887084961,0.6678798198699951,0.539919376373291,0.6710309386253357,0.5071690082550049,0.6878451108932495,0.6408764719963074,0.6939252614974976,0.5686304569244385,0.6970028877258301,0.5235352516174316,0.6993246674537659,0.4861066937446594,0.7112324833869934,0.6561270356178284,0.7218815088272095,0.5862357020378113,0.727347195148468,0.544262707233429,0.731890857219696,0.5083397030830383,0.733318567276001,0.6829779744148254,0.7470629215240479,0.6319338083267212,0.7545698285102844,0.598200798034668,0.7605072855949402,0.5681727528572083
Hello,0.32170426845550537,0.6893317699432373,0.35582345724105835,0.6472541093826294,0.37341421842575073,0.5845586061477661,0.3836439847946167,0.5298923850059509,0.399442195892334,0.4896577298641205,0.349963515996933,0.517157256603241,0.3533184230327606,0.45696598291397095,0.3529830276966095,0.42134952545166016,0.35193967819213867,0.38719701766967773,0.3253489136695862,0.5131363868713379,0.32749494910240173,0.4431804418563843,0.3281673491001129,0.3983672261238098,0.3286689519882202,0.35856449604034424,0.3019360601902008,0.5232693552970886,0.29991331696510315,0.4556531608104706,0.29911109805107117,0.41239261627197266,0.29939159750938416,0.3731791377067566,0.27699407935142517,0.5447747707366943,0.27079468965530396,0.4936615526676178,0.2678958773612976,0.4584413170814514,0.265882283449173,0.4242936074733734
Hello,0.6790147423744202,0.6909164786338806,0.6427626013755798,0.6469724774360657,0.6254223585128784,0.5849544405937195,0.6186593174934387,0.5323984026908875,0.6035522222518921,0.4909611642360687,0.6503324508666992,0.5195494890213013,0.6474997401237488,0.4602900445461273,0.6472545266151428,0.4226652979850769,0.6484533548355103,0.38774269819259644,0.6746872663497925,0.5143386721611023,0.6722911596298218,0.4434877634048462,0.6712155938148499,0.39946818351745605,0.6706129908561707,0.3595605492591858,0.6978278160095215,0.5230701565742493,0.6997627019882202,0.45465895533561707,0.7002490758895874,0.4139159321784973,0.6994084119796753,0.37616977095603943,0.7223113179206848,0.5438419580459595,0.7296384572982788,0.49141591787338257,0.7329068183898926,0.45759791135787964,0.7338252663612366,0.42575591802597046
Hello,0.3202190399169922,0.6650285720825195,0.3560045659542084,0.6283057332038879,0.3767089545726776,0.566741406917572,0.3897400498390198,0.5127061605453491,0.40417805314064026,0.4733729362487793,0.3555021584033966,0.49875786900520325,0.36023440957069397,0.43859508633613586,0.3608185052871704,0.4014766812324524,0.3604462146759033,0.36725568771362305,0.3317287564277649,0.49230092763900757,0.33571797609329224,0.42315101623535156,0.3372395634651184,0.3780387043952942,0.33835574984550476,0.33903974294662476,0.3083193302154541,0.5009143948554993,0.30764979124069214,0.43461933732032776,0.30828917026519775,0.39373305439949036,0.30952173471450806,0.3571174740791321,0.2833748757839203,0.5210438370704651,0.27940234541893005,0.47213566303253174,0.277749627828598,0.43929651379585266,0.27731990814208984,0.4073772728443146
Hello,0.6782141923904419,0.6649648547172546,0.6413378715515137,0.6282188892364502,0.6222540736198425,0.5671086311340332,0.6145250201225281,0.5145198106765747,0.599068284034729,0.4730551540851593,0.6448123455047607,0.501070499420166,0.6403428912162781,0.4410812258720398,0.6386851668357849,0.4027608335018158,0.6388533711433411,0.36733072996139526,0.6689966320991516,0.4946683943271637,0.6638619303703308,0.42458486557006836,0.6617724895477295,0.37881743907928467,0.6602389216423035,0.33795076608657837,0.692349910736084,0.5019052624702454,0.6915838122367859,0.43666136264801025,0.6906812787055969,0.3942122459411621,0.6882429122924805,0.35627996921539307,0.7167978286743164,0.5200890898704529,0.7217200994491577,0.471002995967865,0.723467230796814,0.43764781951904297,0.7226258516311646,0.40762007236480713
Hello,0.30880725383758545,0.6686078906059265,0.34472033381462097,0.6324037909507751,0.36440199613571167,0.5697340369224548,0.37720242142677307,0.5158354043960571,0.39187175035476685,0.47536465525627136,0.344450980424881,0.5034081935882568,0.3501684069633484,0.44473177194595337,0.3517723083496094,0.40776702761650085,0.35268306732177734,0.3734161853790283,0.3208010196685791,0.49567222595214844,0.32629746198654175,0.42757171392440796,0.32952308654785156,0.382586807012558,0.3326423466205597,0.34269875288009644,0.2972307503223419,0.5028440952301025,0.29871535301208496,0.4367152452468872,0.301689475774765,0.3947256803512573,0.3054659962654114,0.35641545057296753,0.27192455530166626,0.5216976404190063,0.27014535665512085,0.47198641300201416,0.2708948850631714,0.4379782974720001,0.2727341651916504,0.4050220251083374
Hello,0.6927902698516846,0.6707853078842163,0.6544650793075562,0.6333929300308228,0.6349712610244751,0.572124719619751,0.6270270943641663,0.5173013210296631,0.6108960509300232,0.47424182295799255,0.6541633605957031,0.503622829914093,0.648908257484436,0.4454050064086914,0.6468263864517212,0.40814733505249023,0.6462870240211487,0.37301355600357056,0.6788206100463867,0.49547404050827026,0.6734005808830261,0.42706701159477234,0.6696759462356567,0.38362932205200195,0.6664586067199707,0.3438745141029358,0.7024967074394226,0.5012390613555908,0.7007088661193848,0.43573233485221863,0.6982644200325012,0.3959386348724365,0.6943747997283936,0.3590112626552582,0.7273821830749512,0.5188700556755066,0.7298188805580139,0.46909236907958984,0.7297196388244629,0.437446653842926,0.727319061756134,0.40806639194488525
Hello,0.2844228744506836,0.668320894241333,0.3232871890068054,0.6295215487480164,0.342985600233078,0.5683494806289673,0.35386958718299866,0.5148734450340271,0.3673688769340515,0.47585922479629517,0.32473909854888916,0.5061424374580383,0.3304275572299957,0.4498611390590668,0.3317646086215973,0.4136190116405487,0.3318772614002228,0.3795810639858246,0.3018903434276581,0.49851372838020325,0.3069184720516205,0.4309104382991791,0.3103688359260559,0.3864266276359558,0.31343841552734375,0.34689295291900635,0.27947601675987244,0.5037727952003479,0.28230538964271545,0.438088595867157,0.28617385029792786,0.39555123448371887,0.29008498787879944,0.3574807643890381,0.2551630139350891,0.5198805332183838,0.2549818754196167,0.46937787532806396,0.2567656338214874,0.43433520197868347,0.2593196630477905,0.4012281894683838
Hello,0.7166666388511658,0.6701993942260742,0.67643141746521,0.6314075589179993,0.6557950377464294,0.5711503028869629,0.6475299596786499,0.5185110569000244,0.6337060332298279,0.47566452622413635,0.6740598678588867,0.5070068836212158,0.6702115535736084,0.4487135708332062,0.668574869632721,0.4126715660095215,0.667438268661499,0.3791559338569641,0.6978201270103455,0.49826323986053467,0.6938540935516357,0.4305311441421509,0.6902356147766113,0.3875294625759125,0.6865527629852295,0.3489447236061096,0.7210990786552429,0.5026410222053528,0.7187896966934204,0.43758881092071533,0.7156869173049927,0.39804980158805847,0.7113518118858337,0.36235082149505615,0.7455762028694153,0.518053412437439,0.7455918192863464,0.46591493487358093,0.7428545355796814,0.4324387311935425,0.7384315729141235,0.40223750472068787
